river,station,target,n,nse,nse_persistence,coverage80_raw,coverage80_cal,rmse,median_abs_q50_minus_persistence
nak,S02009,tn,263,0.8127421169900242,0.8474514781615896,0.6311787072243346,0.779467680608365,0.2788898519065102,0.0438026090463004
nak,S02009,toc,293,0.6460537024946484,0.6674127046312062,0.7372013651877133,0.8225255972696246,0.5738074648893123,0.09949439764022827
nak,S02009,tp,209,0.7426568593714891,0.6056056094904034,0.7320574162679426,0.84688995215311,0.009698771850813609,0.0012470779474824667
nak,S02010,do,292,0.7272563553381703,0.6774159173952653,0.8493150684931506,0.821917808219178,1.1975482846464143,0.19476090306821092
nak,S02010,toc,390,0.2557068584411195,0.12077066178913431,0.8076923076923077,0.8051282051282052,1.0266399308715881,0.21979532639185573
nak,S02011,chl-a,344,0.022884436509061912,-0.6161936365136218,0.7703488372093024,0.8255813953488372,3.8614842532883347,0.6374216310602301
nak,S02011,do,357,0.8166000452138804,0.79862258243705,0.7647058823529411,0.8095238095238095,0.9052093538916302,0.165053129196167
nak,S02011,toc,352,0.4731311615080196,0.35137651300670325,0.6960227272727273,0.8210227272727273,0.6136784635124148,0.10864773651827919
nak,S02012,chl-a,382,0.5737277015112481,0.5499145762821492,0.756544502617801,0.8089005235602095,9.068494555235059,1.0676502982775364
nak,S02012,do,430,0.8609181170796403,0.8466311606289515,0.7767441860465116,0.8,0.9499641134228295,0.17055098215738873
nak,S02012,toc,423,0.5470608348011521,0.5278331419079735,0.7612293144208038,0.7825059101654847,0.5922057855741126,0.08228625681089319
nak,S02013,chl-a,429,0.2582108941582649,0.035457060939526275,0.8251748251748252,0.8275058275058275,0.8922497511938651,0.09720055262247662
nak,S02013,do,434,0.8015942991271443,0.757914651646638,0.7788018433179723,0.8248847926267281,0.8972894705412345,0.17530548572540283
nak,S02013,toc,432,0.15139906470967157,0.10340801150820444,0.7546296296296297,0.7916666666666666,0.3847827648555926,0.05778383711973811
nak,S02014,chl-a,328,0.5782879376164861,0.561956408454361,0.7896341463414634,0.8262195121951219,0.6023403042099593,0.10493357976277728
nak,S02014,do,321,0.5604864623918179,0.5259135458573626,0.6915887850467289,0.8006230529595015,1.040703956411712,0.18304090499878
nak,S02014,tn,309,0.49933506716524045,0.41764131115812886,0.7346278317152104,0.8220064724919094,0.46037341094400774,0.07428598629705829
nak,S02014,toc,305,0.0706060172628914,-0.2239498540559357,0.7081967213114754,0.8,0.6849945513652813,0.09442856907844543
nak,S02014,tp,302,0.08844571984150607,-0.6512286359089225,0.8013245033112583,0.8311258278145696,0.008034218457720343,0.0005302966649954523
nak,S02015,chl-a,364,0.32086561456475005,0.21595640148187145,0.7554945054945055,0.8076923076923077,11.950180055913927,1.5279501590175908
nak,S02015,do,244,0.684947350660236,0.6196375287070058,0.7131147540983607,0.7950819672131147,1.2392568992903663,0.20244789123535156
nak,S02015,tn,368,0.4316815351042236,0.43196004827779666,0.7065217391304348,0.779891304347826,0.4103455307065418,0.04283871975812037
nak,S02015,toc,361,0.0721610084439801,0.1028203238953278,0.775623268698061,0.7700831024930748,0.77712747278783,0.11942555507024122
nak,S02015,tp,357,0.5481014456730451,0.5807531783092577,0.8319327731092437,0.8067226890756303,0.013061675185779312,0.0008074859778086328
nak,S02017,chl-a,432,0.3891520433533261,0.38145994126633864,0.6967592592592593,0.8240740740740741,19.37873647266616,1.9367944399515782
nak,S02017,do,305,0.5642467700966223,0.5312119511109968,0.7475409836065574,0.8,1.2881644852386847,0.19894132406815235
nak,S02017,tn,375,0.796194375325894,0.7664152853173022,0.6773333333333333,0.824,0.36903844797339896,0.06320252517859148
nak,S02017,toc,385,0.6436180896656726,0.6940657857309054,0.7792207792207793,0.8103896103896104,0.4025568753799695,0.0850195129712421
nak,S02017,tp,391,0.6966442373722108,0.6945631710638688,0.8260869565217391,0.7774936061381074,0.01466442644489377,0.002210378596454343
nak,S02018,do,315,0.7748491023104075,0.726830285709732,0.7904761904761904,0.8,0.8172674938218603,0.16774710019429495
nak,S02018,tn,286,0.6688989134792629,0.6869801574273862,0.6923076923076923,0.8146853146853147,0.19268375206193292,0.03355460365613294
